Special_Occasion,Date,No_of_Students_in_Hostel,No_of_Actual_Diners,Mess_No,New_Menu,Food_Prepared_By1,Food_Prepared_By2,Food_Prepared_By3,Meal_1,Meal_2,Meal_3,Type_Of_Meal
Regular,18-11-2017,668,415,0,No,O,Z,L,MM,ZZ1,LL2,B
Regular,18-11-2017,598,563,1,No,M,M,X,YY,ZZ1,MM2,B
Regular,18-11-2017,675,469,2,No,Y,Y,Y,ZZ,ZZ1,MM2,B
Regular,18-11-2017,621,577,3,No,X,N,M,WW,YY1,YY2,B
Regular,18-11-2017,588,472,0,No,X,O,Y,WW,ZZ1,ZZ2,L
Regular,18-11-2017,628,586,1,No,L,Y,Y,LL,LL1,ZZ2,L
Regular,18-11-2017,623,406,2,No,W,W,W,ZZ,WW1,WW2,L
Regular,18-11-2017,692,594,3,Yes,N,L,M,LL,YY1,LL2,L
Regular,18-11-2017,508,421,0,No,Z,O,M,XX,LL1,ZZ2,D
Regular,18-11-2017,670,576,1,No,W,Y,X,YY,ZZ1,MM2,D
Regular,18-11-2017,563,561,2,Yes,M,X,Y,YY,WW1,XX2,D
Regular,18-11-2017,503,582,3,No,L,M,N,XX,MM1,MM2,D
Regular,26-12-2017,524,582,0,No,L,O,N,XX,ZZ1,YY2,B
Regular,26-12-2017,545,435,1,No,L,Y,Y,ZZ,XX1,ZZ2,B
Regular,26-12-2017,650,423,2,No,L,X,W,MM,YY1,LL2,B
Regular,26-12-2017,520,420,3,No,O,Y,Y,WW,ZZ1,MM2,B
Regular,26-12-2017,536,422,0,No,X,Y,O,MM,YY1,XX2,L
Regular,26-12-2017,684,444,1,No,M,N,M,YY,LL1,YY2,L
Regular,26-12-2017,676,475,2,No,M,M,M,YY,ZZ1,YY2,L
Regular,26-12-2017,542,569,3,No,Z,Z,L,XX,XX1,WW2,L
Regular,26-12-2017,662,446,0,Yes,N,W,W,LL,ZZ1,WW2,D
Regular,26-12-2017,603,485,1,No,X,N,L,ZZ,XX1,WW2,D
Regular,26-12-2017,611,551,2,No,N,O,L,MM,WW1,ZZ2,D
Regular,26-12-2017,687,541,3,No,O,O,L,WW,YY1,YY2,D
Regular,08-08-2017,681,507,0,No,N,L,N,ZZ,XX1,XX2,B
Regular,08-08-2017,616,406,1,Yes,X,W,L,XX,LL1,XX2,B
Regular,08-08-2017,512,531,2,No,Z,O,M,MM,ZZ1,ZZ2,B
Regular,08-08-2017,603,516,3,Yes,N,O,M,YY,XX1,MM2,B
Regular,08-08-2017,525,531,0,No,X,W,X,MM,XX1,MM2,L
Regular,08-08-2017,583,542,1,No,X,W,L,WW,MM1,LL2,L
Regular,08-08-2017,550,470,2,Yes,M,L,N,WW,ZZ1,LL2,L
Regular,08-08-2017,535,538,3,No,O,O,W,ZZ,XX1,ZZ2,L
Regular,08-08-2017,523,400,0,No,L,Z,W,XX,MM1,YY2,D
Regular,08-08-2017,601,579,1,No,W,L,O,LL,LL1,XX2,D
Regular,08-08-2017,603,488,2,No,X,O,O,XX,ZZ1,MM2,D
Regular,08-08-2017,537,463,3,No,L,W,O,MM,YY1,ZZ2,D
Regular,23-08-2017,568,401,0,No,X,Z,O,XX,ZZ1,MM2,B
Regular,23-08-2017,535,482,1,No,W,O,Y,LL,XX1,ZZ2,B
Regular,23-08-2017,642,490,2,No,N,Y,N,MM,LL1,WW2,B
Regular,23-08-2017,523,524,3,No,L,N,W,WW,LL1,WW2,B
Regular,23-08-2017,612,566,0,No,M,Z,X,XX,XX1,LL2,L
Regular,23-08-2017,543,511,1,No,X,X,M,WW,YY1,YY2,L
Regular,23-08-2017,524,440,2,No,N,L,Y,LL,YY1,XX2,L
Regular,23-08-2017,503,600,3,No,O,M,X,YY,XX1,WW2,L
Regular,23-08-2017,700,461,0,Yes,L,Z,W,ZZ,LL1,YY2,D
Regular,23-08-2017,619,507,1,No,L,M,Y,LL,MM1,LL2,D
Regular,23-08-2017,600,468,2,No,L,X,N,YY,WW1,WW2,D
Regular,23-08-2017,645,427,3,No,O,Y,Z,WW,LL1,WW2,D
Exam,24-02-2018,588,600,0,No,Z,L,L,LL,MM1,YY2,B
Exam,24-02-2018,689,413,1,No,M,Y,O,WW,WW1,ZZ2,B
Exam,24-02-2018,671,535,2,No,Y,O,W,YY,MM1,WW2,B
Exam,24-02-2018,581,471,3,Yes,O,X,X,WW,XX1,ZZ2,B
Exam,24-02-2018,680,470,0,No,O,L,M,ZZ,XX1,ZZ2,L
Exam,24-02-2018,573,582,1,No,O,Z,Z,LL,ZZ1,WW2,L
Exam,24-02-2018,657,485,2,No,O,O,Y,MM,YY1,ZZ2,L
Exam,24-02-2018,616,521,3,No,X,L,X,XX,YY1,LL2,L
Exam,24-02-2018,560,462,0,No,X,W,X,ZZ,LL1,XX2,D
Exam,24-02-2018,558,518,1,No,X,L,Y,WW,XX1,LL2,D
Exam,24-02-2018,618,512,2,No,X,L,Y,ZZ,XX1,MM2,D
Exam,24-02-2018,581,491,3,No,Z,N,Z,MM,YY1,WW2,D
Regular,15-10-2017,676,586,0,No,Y,M,O,YY,WW1,LL2,B
Regular,15-10-2017,656,486,1,No,O,M,Y,ZZ,MM1,LL2,B
Regular,15-10-2017,617,571,2,No,N,N,M,XX,XX1,LL2,B
Regular,15-10-2017,691,521,3,No,Y,N,L,WW,XX1,WW2,B
Regular,15-10-2017,691,451,0,Yes,W,Y,M,MM,LL1,MM2,L
Regular,15-10-2017,528,454,1,Yes,L,Z,M,XX,LL1,LL2,L
Regular,15-10-2017,596,555,2,No,N,X,L,LL,ZZ1,LL2,L
Regular,15-10-2017,643,571,3,No,N,W,N,WW,MM1,XX2,L
Regular,15-10-2017,503,489,0,No,O,Z,Z,LL,LL1,XX2,D
Regular,15-10-2017,640,503,1,No,N,Z,X,MM,MM1,YY2,D
Regular,15-10-2017,558,515,2,No,O,M,W,MM,LL1,WW2,D
Regular,15-10-2017,687,555,3,Yes,Z,N,X,MM,WW1,MM2,D
Regular,17-10-2017,677,421,0,Yes,M,Y,N,XX,WW1,YY2,B
Regular,17-10-2017,585,428,1,Yes,W,O,W,XX,MM1,WW2,B
Regular,17-10-2017,524,504,2,No,Y,Z,X,XX,ZZ1,MM2,B
Regular,17-10-2017,527,431,3,Yes,X,Z,W,WW,LL1,ZZ2,B
Regular,17-10-2017,550,477,0,No,X,W,Z,WW,XX1,LL2,L
Regular,17-10-2017,616,436,1,No,X,O,M,LL,MM1,YY2,L
Regular,17-10-2017,636,579,2,Yes,W,N,N,LL,LL1,WW2,L
Regular,17-10-2017,564,596,3,No,Z,Z,Y,XX,YY1,MM2,L
Regular,17-10-2017,646,488,0,Yes,L,X,M,WW,ZZ1,ZZ2,D
Regular,17-10-2017,564,497,1,No,X,Y,X,MM,LL1,WW2,D
Regular,17-10-2017,678,587,2,No,Y,X,Y,XX,YY1,XX2,D
Regular,17-10-2017,693,456,3,No,Z,Z,M,XX,MM1,LL2,D
Fest,08-08-2017,523,468,0,No,L,W,O,WW,LL1,XX2,B
Fest,08-08-2017,633,537,1,No,Z,M,X,MM,XX1,WW2,B
Fest,08-08-2017,531,492,2,No,Y,M,M,WW,LL1,MM2,B
Fest,08-08-2017,572,531,3,No,O,Z,O,WW,XX1,ZZ2,B
Fest,08-08-2017,555,533,0,No,O,M,Y,XX,LL1,ZZ2,L
Fest,08-08-2017,527,493,1,No,Z,O,L,WW,XX1,LL2,L
Fest,08-08-2017,553,528,2,No,L,O,N,WW,WW1,MM2,L
Fest,08-08-2017,689,402,3,No,Z,W,N,ZZ,YY1,LL2,L
Fest,08-08-2017,692,425,0,No,W,O,Z,MM,WW1,ZZ2,D
Fest,08-08-2017,507,520,1,No,X,X,M,YY,LL1,ZZ2,D
Fest,08-08-2017,568,563,2,No,M,L,M,YY,MM1,YY2,D
Fest,08-08-2017,689,484,3,No,W,M,X,WW,ZZ1,WW2,D
Regular,15-06-2017,579,401,0,No,L,O,W,MM,MM1,LL2,B
Regular,15-06-2017,521,503,1,No,Z,Y,L,WW,LL1,YY2,B
Regular,15-06-2017,508,446,2,No,W,N,Z,XX,ZZ1,ZZ2,B
Regular,15-06-2017,523,514,3,No,W,M,M,ZZ,WW1,ZZ2,B
Regular,15-06-2017,604,430,0,No,Y,Y,X,XX,LL1,WW2,L
Regular,15-06-2017,607,480,1,No,M,X,Z,LL,LL1,LL2,L
Regular,15-06-2017,576,493,2,No,N,L,X,WW,MM1,XX2,L
Regular,15-06-2017,608,487,3,No,Z,X,O,LL,LL1,ZZ2,L
Regular,15-06-2017,558,514,0,Yes,W,Y,M,WW,LL1,XX2,D
Regular,15-06-2017,523,507,1,No,W,L,Y,MM,XX1,YY2,D
Regular,15-06-2017,514,416,2,No,W,Y,L,ZZ,YY1,MM2,D
Regular,15-06-2017,514,539,3,Yes,X,M,X,ZZ,LL1,WW2,D
Regular,08-05-2017,550,528,0,No,Y,M,Y,LL,LL1,XX2,B
Regular,08-05-2017,611,424,1,No,L,O,L,XX,WW1,ZZ2,B
Regular,08-05-2017,613,525,2,No,X,N,Y,YY,ZZ1,XX2,B
Regular,08-05-2017,675,500,3,No,N,M,O,ZZ,MM1,LL2,B
Regular,08-05-2017,545,553,0,No,X,Y,N,XX,WW1,ZZ2,L
Regular,08-05-2017,665,594,1,No,Z,W,X,WW,WW1,ZZ2,L
Regular,08-05-2017,614,522,2,No,N,L,N,WW,MM1,WW2,L
Regular,08-05-2017,651,430,3,No,O,X,M,ZZ,MM1,YY2,L
Regular,08-05-2017,507,568,0,Yes,N,W,Z,LL,ZZ1,LL2,D
Regular,08-05-2017,582,514,1,No,M,L,N,MM,YY1,ZZ2,D
Regular,08-05-2017,509,583,2,No,M,L,O,ZZ,YY1,XX2,D
Regular,08-05-2017,577,512,3,No,W,Y,L,YY,YY1,XX2,D
Regular,03-02-2018,548,438,0,No,W,N,O,MM,LL1,ZZ2,B
Regular,03-02-2018,611,475,1,No,N,Y,N,WW,LL1,YY2,B
Regular,03-02-2018,650,564,2,No,M,L,M,MM,ZZ1,WW2,B
Regular,03-02-2018,555,457,3,No,W,O,Z,WW,MM1,YY2,B
Regular,03-02-2018,592,503,0,No,X,L,W,MM,WW1,YY2,L
Regular,03-02-2018,665,505,1,No,Z,W,W,YY,XX1,XX2,L
Regular,03-02-2018,651,418,2,No,L,W,X,ZZ,WW1,ZZ2,L
Regular,03-02-2018,652,412,3,No,X,Y,N,ZZ,MM1,LL2,L
Regular,03-02-2018,570,512,0,No,N,L,L,LL,MM1,YY2,D
Regular,03-02-2018,660,480,1,Yes,M,X,O,MM,WW1,ZZ2,D
Regular,03-02-2018,592,472,2,No,O,X,W,LL,ZZ1,MM2,D
Regular,03-02-2018,539,574,3,No,X,Y,O,ZZ,WW1,WW2,D
Regular,18-06-2017,682,525,0,No,O,X,L,WW,MM1,MM2,B
Regular,18-06-2017,554,490,1,No,W,O,M,WW,WW1,ZZ2,B
Regular,18-06-2017,659,447,2,No,N,Z,X,MM,LL1,YY2,B
Regular,18-06-2017,608,496,3,No,W,Y,O,LL,ZZ1,WW2,B
Regular,18-06-2017,665,452,0,No,Z,O,Y,LL,YY1,WW2,L
Regular,18-06-2017,606,569,1,Yes,L,Z,Y,YY,WW1,WW2,L
Regular,18-06-2017,535,481,2,No,W,O,L,YY,YY1,WW2,L
Regular,18-06-2017,571,427,3,No,X,W,M,MM,XX1,MM2,L
Regular,18-06-2017,638,432,0,No,Y,Y,X,ZZ,ZZ1,WW2,D
Regular,18-06-2017,570,560,1,No,M,O,N,ZZ,XX1,XX2,D
Regular,18-06-2017,643,552,2,No,N,N,Y,LL,MM1,XX2,D
Regular,18-06-2017,652,488,3,No,W,O,Z,YY,ZZ1,MM2,D
Regular,02-07-2017,531,479,0,Yes,W,N,M,WW,WW1,WW2,B
Regular,02-07-2017,633,517,1,No,Y,Z,W,ZZ,LL1,LL2,B
Regular,02-07-2017,503,462,2,No,O,W,W,WW,LL1,LL2,B
Regular,02-07-2017,618,467,3,No,N,L,M,MM,LL1,MM2,B
Regular,02-07-2017,697,467,0,No,X,Z,X,YY,XX1,WW2,L
Regular,02-07-2017,561,405,1,No,M,Z,O,ZZ,WW1,WW2,L
Regular,02-07-2017,649,421,2,No,W,L,M,LL,MM1,YY2,L
Regular,02-07-2017,623,503,3,No,L,L,O,LL,MM1,LL2,L
Regular,02-07-2017,547,471,0,Yes,Z,W,M,YY,YY1,MM2,D
Regular,02-07-2017,523,591,1,No,Z,W,Y,ZZ,YY1,WW2,D
Regular,02-07-2017,547,545,2,No,X,L,L,YY,YY1,MM2,D
Regular,02-07-2017,622,411,3,No,Y,W,L,WW,XX1,MM2,D
Other-Holidays,28-09-2017,532,532,0,No,W,W,Z,LL,MM1,XX2,B
Other-Holidays,28-09-2017,557,461,1,No,W,Y,O,LL,YY1,LL2,B
Other-Holidays,28-09-2017,654,497,2,No,W,W,O,XX,MM1,WW2,B
Other-Holidays,28-09-2017,538,417,3,No,X,O,X,ZZ,MM1,ZZ2,B
Other-Holidays,28-09-2017,577,583,0,No,Y,W,X,ZZ,MM1,ZZ2,L
Other-Holidays,28-09-2017,507,589,1,No,L,N,Z,ZZ,XX1,WW2,L
Other-Holidays,28-09-2017,517,411,2,No,N,O,X,ZZ,ZZ1,WW2,L
Other-Holidays,28-09-2017,630,411,3,No,N,L,X,LL,LL1,MM2,L
Other-Holidays,28-09-2017,523,542,0,No,L,N,Z,XX,XX1,XX2,D
Other-Holidays,28-09-2017,671,578,1,Yes,X,M,L,ZZ,LL1,MM2,D
Other-Holidays,28-09-2017,628,503,2,No,W,M,O,ZZ,ZZ1,MM2,D
Other-Holidays,28-09-2017,677,589,3,No,L,N,O,WW,ZZ1,LL2,D
Regular,13-09-2017,522,497,0,No,Y,M,L,ZZ,YY1,LL2,B
Regular,13-09-2017,520,482,1,No,O,Z,L,LL,MM1,LL2,B
Regular,13-09-2017,548,452,2,No,W,M,X,LL,ZZ1,WW2,B
Regular,13-09-2017,674,599,3,No,N,Z,O,ZZ,LL1,LL2,B
Regular,13-09-2017,674,406,0,Yes,Z,L,W,YY,YY1,YY2,L
Regular,13-09-2017,584,405,1,No,M,N,M,YY,WW1,ZZ2,L
Regular,13-09-2017,694,518,2,No,N,L,W,MM,ZZ1,WW2,L
Regular,13-09-2017,649,518,3,No,X,X,X,XX,LL1,YY2,L
Regular,13-09-2017,566,529,0,No,N,W,Y,WW,YY1,MM2,D
Regular,13-09-2017,566,435,1,Yes,Z,Y,M,MM,LL1,MM2,D
Regular,13-09-2017,689,579,2,No,N,L,Y,XX,WW1,YY2,D
Regular,13-09-2017,520,517,3,No,O,O,M,YY,LL1,ZZ2,D
Regular,19-12-2017,649,537,0,Yes,L,W,X,YY,WW1,XX2,B
Regular,19-12-2017,629,574,1,No,L,M,L,ZZ,MM1,ZZ2,B
Regular,19-12-2017,576,505,2,Yes,X,O,Z,LL,WW1,LL2,B
Regular,19-12-2017,691,524,3,No,N,M,Z,XX,ZZ1,YY2,B
Regular,19-12-2017,548,569,0,No,Z,X,N,XX,XX1,XX2,L
Regular,19-12-2017,646,575,1,Yes,O,N,L,XX,WW1,YY2,L
Regular,19-12-2017,633,593,2,No,W,Z,O,MM,YY1,XX2,L
Regular,19-12-2017,577,535,3,No,N,Y,Z,WW,MM1,WW2,L
Regular,19-12-2017,582,496,0,No,L,Y,O,XX,MM1,ZZ2,D
Regular,19-12-2017,647,466,1,No,O,O,W,YY,LL1,MM2,D
Regular,19-12-2017,649,536,2,No,W,Z,N,YY,WW1,WW2,D
Regular,19-12-2017,615,557,3,No,M,L,X,LL,WW1,LL2,D
Regular,12-02-2018,635,455,0,No,Y,Z,Y,MM,LL1,XX2,B
Regular,12-02-2018,696,566,1,Yes,N,X,M,LL,LL1,YY2,B
Regular,12-02-2018,637,446,2,No,O,O,Z,LL,ZZ1,WW2,B
Regular,12-02-2018,624,459,3,No,Z,Y,W,YY,XX1,WW2,B
Regular,12-02-2018,656,447,0,No,X,L,N,ZZ,WW1,MM2,L
Regular,12-02-2018,673,443,1,No,L,N,N,MM,MM1,ZZ2,L
Regular,12-02-2018,514,569,2,No,Z,Z,X,LL,WW1,MM2,L
Regular,12-02-2018,667,446,3,No,Z,N,M,YY,WW1,WW2,L
Regular,12-02-2018,696,520,0,No,W,N,W,ZZ,LL1,MM2,D
Regular,12-02-2018,624,492,1,No,O,Y,N,YY,ZZ1,WW2,D
Regular,12-02-2018,636,403,2,No,Z,Z,L,WW,YY1,XX2,D
Regular,12-02-2018,537,500,3,No,L,O,Z,XX,XX1,WW2,D
Other-Holidays,30-01-2018,672,536,0,No,Y,M,M,MM,YY1,MM2,B
Other-Holidays,30-01-2018,642,402,1,No,L,W,Y,YY,ZZ1,WW2,B
Other-Holidays,30-01-2018,633,492,2,No,Y,L,N,YY,WW1,MM2,B
Other-Holidays,30-01-2018,542,577,3,No,X,Y,O,WW,LL1,WW2,B
Other-Holidays,30-01-2018,514,548,0,Yes,Y,O,M,ZZ,LL1,WW2,L
Other-Holidays,30-01-2018,559,577,1,No,M,W,O,YY,YY1,YY2,L
Other-Holidays,30-01-2018,632,588,2,Yes,L,O,O,MM,LL1,ZZ2,L
Other-Holidays,30-01-2018,536,576,3,No,O,Z,O,WW,XX1,MM2,L
Other-Holidays,30-01-2018,525,541,0,No,W,M,W,LL,ZZ1,ZZ2,D
Other-Holidays,30-01-2018,564,465,1,No,O,N,X,MM,MM1,LL2,D
Other-Holidays,30-01-2018,682,598,2,No,Y,X,W,ZZ,ZZ1,YY2,D
Other-Holidays,30-01-2018,692,495,3,No,Y,X,N,ZZ,ZZ1,ZZ2,D
Regular,14-07-2017,689,451,0,No,Y,Z,Z,LL,ZZ1,ZZ2,B
Regular,14-07-2017,677,454,1,Yes,W,O,O,ZZ,WW1,XX2,B
Regular,14-07-2017,509,488,2,No,Y,X,O,MM,MM1,YY2,B
Regular,14-07-2017,642,592,3,No,O,M,Z,MM,MM1,MM2,B
Regular,14-07-2017,603,521,0,No,M,Y,X,MM,XX1,XX2,L
Regular,14-07-2017,552,594,1,Yes,W,O,L,WW,MM1,ZZ2,L
Regular,14-07-2017,560,522,2,Yes,N,Y,O,ZZ,MM1,XX2,L
Regular,14-07-2017,615,510,3,No,X,O,M,LL,XX1,ZZ2,L
Regular,14-07-2017,549,509,0,No,W,N,W,WW,XX1,MM2,D
Regular,14-07-2017,533,408,1,No,X,W,Z,YY,LL1,YY2,D
Regular,14-07-2017,610,474,2,No,L,N,M,YY,ZZ1,WW2,D
Regular,14-07-2017,597,429,3,No,Z,W,O,ZZ,YY1,WW2,D
Regular,01-01-2018,664,485,0,No,N,N,X,MM,LL1,WW2,B
Regular,01-01-2018,700,501,1,Yes,W,M,W,XX,MM1,YY2,B
Regular,01-01-2018,688,436,2,Yes,M,W,W,LL,YY1,LL2,B
Regular,01-01-2018,572,564,3,No,O,N,M,YY,WW1,XX2,B
Regular,01-01-2018,520,493,0,No,M,Z,O,LL,ZZ1,MM2,L
Regular,01-01-2018,690,463,1,No,W,O,X,MM,ZZ1,YY2,L
Regular,01-01-2018,545,508,2,Yes,W,X,O,LL,WW1,XX2,L
Regular,01-01-2018,688,475,3,No,Y,Z,W,WW,ZZ1,YY2,L
Regular,01-01-2018,563,571,0,No,Z,L,M,XX,WW1,MM2,D
Regular,01-01-2018,699,455,1,No,W,L,Y,YY,YY1,LL2,D
Regular,01-01-2018,558,547,2,No,N,Y,O,MM,MM1,LL2,D
Regular,01-01-2018,531,420,3,No,N,X,N,XX,MM1,MM2,D
Other-Holidays,25-01-2018,566,528,0,No,Z,L,Z,ZZ,ZZ1,YY2,B
Other-Holidays,25-01-2018,548,572,1,No,L,Z,X,LL,XX1,WW2,B
Other-Holidays,25-01-2018,545,438,2,Yes,L,O,O,LL,YY1,WW2,B
Other-Holidays,25-01-2018,627,551,3,No,Y,X,N,XX,YY1,LL2,B
Other-Holidays,25-01-2018,526,468,0,No,M,M,Y,MM,MM1,YY2,L
Other-Holidays,25-01-2018,644,505,1,No,O,L,Z,XX,ZZ1,ZZ2,L
Other-Holidays,25-01-2018,651,468,2,No,Y,N,X,LL,YY1,MM2,L
Other-Holidays,25-01-2018,573,427,3,No,M,O,X,XX,WW1,LL2,L
Other-Holidays,25-01-2018,675,477,0,No,N,O,W,LL,ZZ1,LL2,D
Other-Holidays,25-01-2018,598,414,1,No,W,L,O,WW,ZZ1,LL2,D
Other-Holidays,25-01-2018,553,579,2,No,X,Y,Z,LL,MM1,ZZ2,D
Other-Holidays,25-01-2018,622,412,3,No,Y,Z,Z,MM,MM1,ZZ2,D
Regular,09-02-2018,684,437,0,No,L,O,Y,XX,XX1,WW2,B
Regular,09-02-2018,697,430,1,No,M,W,L,MM,MM1,MM2,B
Regular,09-02-2018,655,568,2,No,O,Z,L,ZZ,YY1,YY2,B
Regular,09-02-2018,571,505,3,Yes,Y,M,W,LL,WW1,MM2,B
Regular,09-02-2018,649,596,0,No,W,X,Z,YY,XX1,WW2,L
Regular,09-02-2018,692,450,1,Yes,N,M,O,ZZ,XX1,MM2,L
Regular,09-02-2018,542,470,2,No,M,Z,L,ZZ,ZZ1,LL2,L
Regular,09-02-2018,567,581,3,No,M,Y,X,ZZ,WW1,ZZ2,L
Regular,09-02-2018,679,404,0,No,M,X,N,ZZ,YY1,LL2,D
Regular,09-02-2018,690,422,1,Yes,O,L,M,LL,XX1,MM2,D
Regular,09-02-2018,588,481,2,Yes,L,Y,M,ZZ,WW1,XX2,D
Regular,09-02-2018,521,428,3,No,L,W,W,LL,MM1,YY2,D
Exam,09-09-2017,520,587,0,Yes,Y,L,L,MM,WW1,MM2,B
Exam,09-09-2017,582,504,1,No,Z,O,L,ZZ,XX1,ZZ2,B
Exam,09-09-2017,619,446,2,No,N,L,M,ZZ,MM1,LL2,B
Exam,09-09-2017,566,590,3,No,O,L,Z,LL,XX1,XX2,B
Exam,09-09-2017,659,549,0,No,O,M,W,WW,MM1,LL2,L
Exam,09-09-2017,622,570,1,Yes,W,Y,M,MM,LL1,LL2,L
Exam,09-09-2017,527,570,2,No,N,O,Z,YY,WW1,LL2,L
Exam,09-09-2017,574,541,3,Yes,W,Y,N,ZZ,ZZ1,ZZ2,L
Exam,09-09-2017,619,569,0,No,N,L,Y,WW,YY1,MM2,D
Exam,09-09-2017,528,433,1,No,M,N,M,LL,XX1,XX2,D
Exam,09-09-2017,583,545,2,No,L,Z,Z,XX,MM1,LL2,D
Exam,09-09-2017,501,435,3,No,X,Z,W,MM,MM1,MM2,D
Regular,18-06-2017,687,594,0,No,N,Y,Y,ZZ,YY1,LL2,B
Regular,18-06-2017,596,512,1,No,X,Y,Z,MM,LL1,WW2,B
Regular,18-06-2017,628,421,2,No,O,Y,L,YY,WW1,LL2,B
Regular,18-06-2017,621,589,3,No,L,Y,N,YY,ZZ1,YY2,B
Regular,18-06-2017,513,417,0,No,N,N,X,WW,WW1,WW2,L
Regular,18-06-2017,663,553,1,No,X,M,N,ZZ,WW1,ZZ2,L
Regular,18-06-2017,570,507,2,No,Y,M,W,WW,LL1,WW2,L
Regular,18-06-2017,642,585,3,No,X,O,X,WW,LL1,MM2,L
Regular,18-06-2017,693,496,0,No,L,Y,Y,WW,MM1,MM2,D
Regular,18-06-2017,628,405,1,No,N,Z,O,MM,WW1,WW2,D
Regular,18-06-2017,524,589,2,No,Z,O,W,LL,XX1,LL2,D
Regular,18-06-2017,576,512,3,No,Y,M,O,XX,YY1,LL2,D
Exam,27-01-2018,551,509,0,No,W,Z,O,ZZ,YY1,MM2,B
Exam,27-01-2018,534,539,1,No,L,X,M,YY,LL1,MM2,B
Exam,27-01-2018,501,533,2,No,Z,L,Y,WW,MM1,YY2,B
Exam,27-01-2018,636,512,3,No,O,W,Z,ZZ,LL1,XX2,B
Exam,27-01-2018,626,567,0,No,Y,X,Z,WW,YY1,ZZ2,L
Exam,27-01-2018,539,409,1,No,N,O,Y,XX,YY1,ZZ2,L
Exam,27-01-2018,568,502,2,No,N,O,Z,LL,LL1,LL2,L
Exam,27-01-2018,517,498,3,Yes,Y,Z,M,ZZ,MM1,MM2,L
Exam,27-01-2018,568,488,0,No,M,Z,O,XX,WW1,LL2,D
Exam,27-01-2018,592,594,1,Yes,Y,O,Z,ZZ,XX1,ZZ2,D
Exam,27-01-2018,559,587,2,No,O,Z,X,LL,YY1,YY2,D
Exam,27-01-2018,684,445,3,No,Y,X,Z,YY,WW1,ZZ2,D
Regular,23-09-2017,616,546,0,No,Y,W,W,YY,XX1,YY2,B
Regular,23-09-2017,665,584,1,No,Y,N,O,LL,ZZ1,ZZ2,B
Regular,23-09-2017,551,453,2,No,Z,O,Y,XX,YY1,WW2,B
Regular,23-09-2017,534,599,3,No,L,Z,L,YY,LL1,XX2,B
Regular,23-09-2017,646,482,0,No,Z,W,N,LL,MM1,XX2,L
Regular,23-09-2017,522,423,1,No,Y,L,N,WW,XX1,YY2,L
Regular,23-09-2017,629,406,2,No,W,Z,W,LL,YY1,WW2,L
Regular,23-09-2017,510,488,3,No,M,Y,N,WW,XX1,LL2,L
Regular,23-09-2017,500,412,0,Yes,W,Y,X,LL,MM1,XX2,D
Regular,23-09-2017,695,507,1,No,W,M,L,XX,YY1,MM2,D
Regular,23-09-2017,569,432,2,No,L,W,Z,WW,ZZ1,ZZ2,D
Regular,23-09-2017,581,531,3,No,Z,W,M,WW,MM1,WW2,D
Regular,23-06-2017,560,414,0,No,Z,X,N,YY,XX1,YY2,B
Regular,23-06-2017,563,594,1,No,M,Y,N,WW,XX1,ZZ2,B
Regular,23-06-2017,560,477,2,Yes,O,O,W,ZZ,ZZ1,ZZ2,B
Regular,23-06-2017,560,495,3,No,Y,N,W,LL,YY1,LL2,B
Regular,23-06-2017,694,446,0,No,X,Y,W,ZZ,ZZ1,WW2,L
Regular,23-06-2017,590,509,1,No,M,Z,Y,YY,XX1,MM2,L
Regular,23-06-2017,596,472,2,No,M,Z,M,ZZ,MM1,XX2,L
Regular,23-06-2017,628,543,3,No,Y,L,N,YY,ZZ1,MM2,L
Regular,23-06-2017,652,421,0,No,W,L,Z,MM,MM1,YY2,D
Regular,23-06-2017,549,592,1,No,W,Y,M,YY,XX1,LL2,D
Regular,23-06-2017,638,554,2,No,M,O,O,ZZ,WW1,XX2,D
Regular,23-06-2017,546,555,3,Yes,Y,L,N,WW,YY1,WW2,D
Regular,01-02-2018,620,506,0,No,W,Z,Z,WW,LL1,XX2,B
Regular,01-02-2018,519,414,1,No,O,M,Y,MM,LL1,YY2,B
Regular,01-02-2018,679,416,2,No,L,L,Y,LL,MM1,LL2,B
Regular,01-02-2018,561,518,3,No,Y,Y,X,ZZ,LL1,YY2,B
Regular,01-02-2018,540,434,0,Yes,M,N,L,MM,ZZ1,MM2,L
Regular,01-02-2018,670,442,1,No,X,L,L,ZZ,MM1,ZZ2,L
Regular,01-02-2018,648,418,2,No,Y,X,Y,MM,WW1,MM2,L
Regular,01-02-2018,637,582,3,No,Y,W,Y,YY,ZZ1,XX2,L
Regular,01-02-2018,638,480,0,No,O,Z,X,MM,ZZ1,LL2,D
Regular,01-02-2018,516,565,1,No,X,M,Y,ZZ,WW1,XX2,D
Regular,01-02-2018,676,578,2,Yes,N,N,N,YY,WW1,XX2,D
Regular,01-02-2018,615,533,3,No,O,Y,W,ZZ,LL1,WW2,D
Regular,29-09-2017,605,548,0,No,L,X,O,WW,MM1,WW2,B
Regular,29-09-2017,664,431,1,No,O,N,X,LL,LL1,WW2,B
Regular,29-09-2017,592,599,2,No,W,W,N,LL,YY1,XX2,B
Regular,29-09-2017,522,537,3,No,W,N,Y,WW,XX1,MM2,B
Regular,29-09-2017,692,587,0,No,N,Z,W,XX,WW1,XX2,L
Regular,29-09-2017,501,595,1,No,M,N,X,XX,WW1,YY2,L
