Special_Occasion,Date,No_of_Students_in_Hostel,No_of_Actual_Diners,Mess_No,New_Menu,Food_Prepared_By1,Food_Prepared_By2,Food_Prepared_By3,Meal_1,Wastage_1,Meal_2,Wastage_2,Meal_3,Wastage_3,Type_Of_Meal,Total Wastage
Exam,26-04-17,538,412,2,No,Z,N,O,LL,252,WW1,378,ZZ2,504,L,1134
Exam,26-04-17,553,410,3,No,W,L,M,MM,286,XX1,429,MM2,572,L,1287
Exam,26-04-17,512,565,0,No,O,X,Y,YY,0,LL1,0,XX2,0,D,0
Exam,26-04-17,579,517,1,No,Z,N,X,MM,124,LL1,186,WW2,248,D,558
Exam,26-04-17,525,475,2,Yes,Z,Y,M,WW,100,ZZ1,150,WW2,200,D,450
Exam,26-04-17,564,569,3,No,X,M,N,YY,0,WW1,0,MM2,0,D,0
Sem_Break,14-04-17,621,560,0,No,O,N,W,MM,122,YY1,183,ZZ2,244,B,549
Sem_Break,14-04-17,503,536,1,No,X,Y,Z,XX,0,MM1,0,MM2,0,B,0
Sem_Break,14-04-17,616,423,2,No,L,L,L,MM,386,MM1,579,ZZ2,772,B,1737
Sem_Break,14-04-17,515,493,3,No,O,L,W,WW,44,XX1,66,WW2,88,B,198
Sem_Break,14-04-17,614,500,0,No,Z,O,X,WW,228,WW1,342,YY2,456,L,1026
Sem_Break,14-04-17,647,424,1,No,W,X,L,ZZ,446,YY1,669,YY2,892,L,2007
Sem_Break,14-04-17,505,421,2,No,Y,N,Y,ZZ,168,XX1,252,MM2,336,L,756
Sem_Break,14-04-17,672,418,3,No,M,X,X,ZZ,508,WW1,762,MM2,1016,L,2286
Sem_Break,14-04-17,568,477,0,No,L,X,O,ZZ,182,WW1,273,MM2,364,D,819
Sem_Break,14-04-17,571,407,1,No,M,O,Z,YY,328,YY1,492,LL2,656,D,1476
Sem_Break,14-04-17,654,547,2,No,O,Y,O,ZZ,214,XX1,321,MM2,428,D,963
Sem_Break,14-04-17,562,551,3,No,N,L,M,XX,22,XX1,33,LL2,44,D,99
Regular,07-12-17,567,441,0,No,Y,L,M,YY,252,WW1,378,YY2,504,B,1134
Regular,07-12-17,580,558,1,No,X,N,O,MM,44,WW1,66,WW2,88,B,198
Regular,07-12-17,637,535,2,Yes,L,W,Y,LL,204,WW1,306,MM2,408,B,918
Regular,07-12-17,607,566,3,No,N,W,Z,MM,82,XX1,123,LL2,164,B,369
Regular,07-12-17,615,514,0,No,M,W,W,XX,202,LL1,303,XX2,404,L,909
Regular,07-12-17,687,465,1,No,L,W,N,YY,444,XX1,666,WW2,888,L,1998
Regular,07-12-17,653,563,2,No,L,O,Y,YY,180,MM1,270,MM2,360,L,810
Regular,07-12-17,600,455,3,No,N,O,X,WW,290,XX1,435,LL2,580,L,1305
Regular,07-12-17,635,458,0,No,X,Y,Y,MM,354,ZZ1,531,ZZ2,708,D,1593
Regular,07-12-17,554,461,1,No,Y,O,O,ZZ,186,LL1,279,WW2,372,D,837
Regular,07-12-17,541,512,2,Yes,Y,L,L,XX,58,WW1,87,ZZ2,116,D,261
Regular,07-12-17,677,419,3,No,Y,N,O,XX,516,LL1,774,WW2,1032,D,2322
Regular,21-09-17,513,432,0,Yes,Y,Y,Z,YY,162,WW1,243,MM2,324,B,729
Regular,21-09-17,688,598,1,No,M,M,X,MM,180,WW1,270,LL2,360,B,810
Regular,21-09-17,633,453,2,No,W,Y,Y,YY,360,XX1,540,LL2,720,B,1620
Regular,21-09-17,695,415,3,No,X,Z,Y,WW,560,YY1,840,LL2,1120,B,2520
Regular,21-09-17,501,506,0,No,O,Z,O,ZZ,0,XX1,0,XX2,0,L,0
Regular,21-09-17,589,450,1,No,Y,M,M,ZZ,278,ZZ1,417,ZZ2,556,L,1251
Regular,21-09-17,552,493,2,No,M,W,L,WW,118,XX1,177,YY2,236,L,531
Regular,21-09-17,547,435,3,No,X,X,Y,MM,224,WW1,336,YY2,448,L,1008
Regular,21-09-17,652,523,0,Yes,N,O,Z,MM,258,XX1,387,MM2,516,D,1161
Regular,21-09-17,568,413,1,No,Z,L,Y,LL,310,ZZ1,465,LL2,620,D,1395
Regular,21-09-17,699,505,2,No,Z,O,Y,XX,388,WW1,582,ZZ2,776,D,1746
Regular,21-09-17,510,563,3,No,Z,Z,L,XX,0,YY1,0,XX2,0,D,0
Regular,22-05-17,672,591,0,No,Z,O,M,LL,162,LL1,243,YY2,324,B,729
Regular,22-05-17,561,459,1,No,Z,N,Z,LL,204,MM1,306,LL2,408,B,918
Regular,22-05-17,684,525,2,No,N,Y,N,XX,318,ZZ1,477,WW2,636,B,1431
Regular,22-05-17,535,507,3,No,N,W,Y,ZZ,56,LL1,84,WW2,112,B,252
Regular,22-05-17,596,459,0,No,O,Y,X,WW,274,LL1,411,WW2,548,L,1233
Regular,22-05-17,585,538,1,No,O,O,X,LL,94,MM1,141,MM2,188,L,423
Regular,22-05-17,672,599,2,No,Y,O,N,MM,146,YY1,219,MM2,292,L,657
Regular,22-05-17,603,468,3,No,W,L,O,MM,270,MM1,405,LL2,540,L,1215
Regular,22-05-17,634,592,0,No,Y,O,N,WW,84,ZZ1,126,MM2,168,D,378
Regular,22-05-17,696,507,1,No,X,O,Z,ZZ,378,LL1,567,ZZ2,756,D,1701
Regular,22-05-17,624,438,2,No,W,X,M,YY,372,MM1,558,YY2,744,D,1674
Regular,22-05-17,591,404,3,No,L,L,L,XX,374,LL1,561,XX2,748,D,1683
Regular,18-11-17,668,415,0,No,O,Z,L,MM,506,ZZ1,759,LL2,1012,B,2277
Regular,18-11-17,598,563,1,No,M,M,X,YY,70,ZZ1,105,MM2,140,B,315
Regular,18-11-17,675,469,2,No,Y,Y,Y,ZZ,412,ZZ1,618,MM2,824,B,1854
Regular,18-11-17,621,577,3,No,X,N,M,WW,88,YY1,132,YY2,176,B,396
Regular,18-11-17,588,472,0,No,X,O,Y,WW,232,ZZ1,348,ZZ2,464,L,1044
Regular,18-11-17,628,586,1,No,L,Y,Y,LL,84,LL1,126,ZZ2,168,L,378
Regular,18-11-17,623,406,2,No,W,W,W,ZZ,434,WW1,651,WW2,868,L,1953
Regular,18-11-17,692,594,3,Yes,N,L,M,LL,196,YY1,294,LL2,392,L,882
Regular,18-11-17,508,421,0,No,Z,O,M,XX,174,LL1,261,ZZ2,348,D,783
Regular,18-11-17,670,576,1,No,W,Y,X,YY,188,ZZ1,282,MM2,376,D,846
Regular,18-11-17,563,561,2,Yes,M,X,Y,YY,4,WW1,6,XX2,8,D,18
Regular,18-11-17,503,582,3,No,L,M,N,XX,0,MM1,0,MM2,0,D,0
Regular,26-12-17,524,582,0,No,L,O,N,XX,0,ZZ1,0,YY2,0,B,0
Regular,26-12-17,545,435,1,No,L,Y,Y,ZZ,220,XX1,330,ZZ2,440,B,990
Regular,26-12-17,650,423,2,No,L,X,W,MM,454,YY1,681,LL2,908,B,2043
Regular,26-12-17,520,420,3,No,O,Y,Y,WW,200,ZZ1,300,MM2,400,B,900
Regular,26-12-17,536,422,0,No,X,Y,O,MM,228,YY1,342,XX2,456,L,1026
Regular,26-12-17,684,444,1,No,M,N,M,YY,480,LL1,720,YY2,960,L,2160
Regular,26-12-17,676,475,2,No,M,M,M,YY,402,ZZ1,603,YY2,804,L,1809
Regular,26-12-17,542,569,3,No,Z,Z,L,XX,0,XX1,0,WW2,0,L,0
Regular,26-12-17,662,446,0,Yes,N,W,W,LL,432,ZZ1,648,WW2,864,D,1944
Regular,26-12-17,603,485,1,No,X,N,L,ZZ,236,XX1,354,WW2,472,D,1062
Regular,26-12-17,611,551,2,No,N,O,L,MM,120,WW1,180,ZZ2,240,D,540
Regular,26-12-17,687,541,3,No,O,O,L,WW,292,YY1,438,YY2,584,D,1314
Regular,08-08-17,681,507,0,No,N,L,N,ZZ,348,XX1,522,XX2,696,B,1566
Regular,08-08-17,616,406,1,Yes,X,W,L,XX,420,LL1,630,XX2,840,B,1890
Regular,08-08-17,512,531,2,No,Z,O,M,MM,0,ZZ1,0,ZZ2,0,B,0
Regular,08-08-17,603,516,3,Yes,N,O,M,YY,174,XX1,261,MM2,348,B,783
Regular,08-08-17,525,531,0,No,X,W,X,MM,0,XX1,0,MM2,0,L,0
Regular,08-08-17,583,542,1,No,X,W,L,WW,82,MM1,123,LL2,164,L,369
Regular,08-08-17,550,470,2,Yes,M,L,N,WW,160,ZZ1,240,LL2,320,L,720
Regular,08-08-17,535,538,3,No,O,O,W,ZZ,0,XX1,0,ZZ2,0,L,0
Regular,08-08-17,523,400,0,No,L,Z,W,XX,246,MM1,369,YY2,492,D,1107
Regular,08-08-17,601,579,1,No,W,L,O,LL,44,LL1,66,XX2,88,D,198
Regular,08-08-17,603,488,2,No,X,O,O,XX,230,ZZ1,345,MM2,460,D,1035
Regular,08-08-17,537,463,3,No,L,W,O,MM,148,YY1,222,ZZ2,296,D,666
Regular,23-08-17,568,401,0,No,X,Z,O,XX,334,ZZ1,501,MM2,668,B,1503
Regular,23-08-17,535,482,1,No,W,O,Y,LL,106,XX1,159,ZZ2,212,B,477
Regular,23-08-17,642,490,2,No,N,Y,N,MM,304,LL1,456,WW2,608,B,1368
Regular,23-08-17,523,524,3,No,L,N,W,WW,0,LL1,0,WW2,0,B,0
Regular,23-08-17,612,566,0,No,M,Z,X,XX,92,XX1,138,LL2,184,L,414
Regular,23-08-17,543,511,1,No,X,X,M,WW,64,YY1,96,YY2,128,L,288
Regular,23-08-17,524,440,2,No,N,L,Y,LL,168,YY1,252,XX2,336,L,756
Regular,23-08-17,503,600,3,No,O,M,X,YY,0,XX1,0,WW2,0,L,0
Regular,23-08-17,700,461,0,Yes,L,Z,W,ZZ,478,LL1,717,YY2,956,D,2151
Regular,23-08-17,619,507,1,No,L,M,Y,LL,224,MM1,336,LL2,448,D,1008
Regular,23-08-17,600,468,2,No,L,X,N,YY,264,WW1,396,WW2,528,D,1188
Regular,23-08-17,645,427,3,No,O,Y,Z,WW,436,LL1,654,WW2,872,D,1962
Exam,24-02-18,588,600,0,No,Z,L,L,LL,0,MM1,0,YY2,0,B,0
Exam,24-02-18,689,413,1,No,M,Y,O,WW,552,WW1,828,ZZ2,1104,B,2484
Exam,24-02-18,671,535,2,No,Y,O,W,YY,272,MM1,408,WW2,544,B,1224
Exam,24-02-18,581,471,3,Yes,O,X,X,WW,220,XX1,330,ZZ2,440,B,990
Exam,24-02-18,680,470,0,No,O,L,M,ZZ,420,XX1,630,ZZ2,840,L,1890
Exam,24-02-18,573,582,1,No,O,Z,Z,LL,0,ZZ1,0,WW2,0,L,0
Exam,24-02-18,657,485,2,No,O,O,Y,MM,344,YY1,516,ZZ2,688,L,1548
Exam,24-02-18,616,521,3,No,X,L,X,XX,190,YY1,285,LL2,380,L,855
Exam,24-02-18,560,462,0,No,X,W,X,ZZ,196,LL1,294,XX2,392,D,882
Exam,24-02-18,558,518,1,No,X,L,Y,WW,80,XX1,120,LL2,160,D,360
Exam,24-02-18,618,512,2,No,X,L,Y,ZZ,212,XX1,318,MM2,424,D,954
Exam,24-02-18,581,491,3,No,Z,N,Z,MM,180,YY1,270,WW2,360,D,810
Regular,15-10-17,676,586,0,No,Y,M,O,YY,180,WW1,270,LL2,360,B,810
Regular,15-10-17,656,486,1,No,O,M,Y,ZZ,340,MM1,510,LL2,680,B,1530
Regular,15-10-17,617,571,2,No,N,N,M,XX,92,XX1,138,LL2,184,B,414
Regular,15-10-17,691,521,3,No,Y,N,L,WW,340,XX1,510,WW2,680,B,1530
Regular,15-10-17,691,451,0,Yes,W,Y,M,MM,480,LL1,720,MM2,960,L,2160
Regular,15-10-17,528,454,1,Yes,L,Z,M,XX,148,LL1,222,LL2,296,L,666
Regular,15-10-17,596,555,2,No,N,X,L,LL,82,ZZ1,123,LL2,164,L,369
Regular,15-10-17,643,571,3,No,N,W,N,WW,144,MM1,216,XX2,288,L,648
Regular,15-10-17,503,489,0,No,O,Z,Z,LL,28,LL1,42,XX2,56,D,126
Regular,15-10-17,640,503,1,No,N,Z,X,MM,274,MM1,411,YY2,548,D,1233
Regular,15-10-17,558,515,2,No,O,M,W,MM,86,LL1,129,WW2,172,D,387
Regular,15-10-17,687,555,3,Yes,Z,N,X,MM,264,WW1,396,MM2,528,D,1188
Regular,17-10-17,677,421,0,Yes,M,Y,N,XX,512,WW1,768,YY2,1024,B,2304
Regular,17-10-17,585,428,1,Yes,W,O,W,XX,314,MM1,471,WW2,628,B,1413
Regular,17-10-17,524,504,2,No,Y,Z,X,XX,40,ZZ1,60,MM2,80,B,180
Regular,17-10-17,527,431,3,Yes,X,Z,W,WW,192,LL1,288,ZZ2,384,B,864
Regular,17-10-17,550,477,0,No,X,W,Z,WW,146,XX1,219,LL2,292,L,657
Regular,17-10-17,616,436,1,No,X,O,M,LL,360,MM1,540,YY2,720,L,1620
Regular,17-10-17,636,579,2,Yes,W,N,N,LL,114,LL1,171,WW2,228,L,513
Regular,17-10-17,564,596,3,No,Z,Z,Y,XX,0,YY1,0,MM2,0,L,0
Regular,17-10-17,646,488,0,Yes,L,X,M,WW,316,ZZ1,474,ZZ2,632,D,1422
Regular,17-10-17,564,497,1,No,X,Y,X,MM,134,LL1,201,WW2,268,D,603
Regular,17-10-17,678,587,2,No,Y,X,Y,XX,182,YY1,273,XX2,364,D,819
Regular,17-10-17,693,456,3,No,Z,Z,M,XX,474,MM1,711,LL2,948,D,2133
Fest,08-08-17,523,468,0,No,L,W,O,WW,110,LL1,165,XX2,220,B,495
Fest,08-08-17,633,537,1,No,Z,M,X,MM,192,XX1,288,WW2,384,B,864
Fest,08-08-17,531,492,2,No,Y,M,M,WW,78,LL1,117,MM2,156,B,351
Fest,08-08-17,572,531,3,No,O,Z,O,WW,82,XX1,123,ZZ2,164,B,369
Fest,08-08-17,555,533,0,No,O,M,Y,XX,44,LL1,66,ZZ2,88,L,198
Fest,08-08-17,527,493,1,No,Z,O,L,WW,68,XX1,102,LL2,136,L,306
Fest,08-08-17,553,528,2,No,L,O,N,WW,50,WW1,75,MM2,100,L,225
Fest,08-08-17,689,402,3,No,Z,W,N,ZZ,574,YY1,861,LL2,1148,L,2583
Fest,08-08-17,692,425,0,No,W,O,Z,MM,534,WW1,801,ZZ2,1068,D,2403
Fest,08-08-17,507,520,1,No,X,X,M,YY,0,LL1,0,ZZ2,0,D,0
Fest,08-08-17,568,563,2,No,M,L,M,YY,10,MM1,15,YY2,20,D,45
Fest,08-08-17,689,484,3,No,W,M,X,WW,410,ZZ1,615,WW2,820,D,1845
Regular,15-06-17,579,401,0,No,L,O,W,MM,356,MM1,534,LL2,712,B,1602
Regular,15-06-17,521,503,1,No,Z,Y,L,WW,36,LL1,54,YY2,72,B,162
Regular,15-06-17,508,446,2,No,W,N,Z,XX,124,ZZ1,186,ZZ2,248,B,558
Regular,15-06-17,523,514,3,No,W,M,M,ZZ,18,WW1,27,ZZ2,36,B,81
Regular,15-06-17,604,430,0,No,Y,Y,X,XX,348,LL1,522,WW2,696,L,1566
Regular,15-06-17,607,480,1,No,M,X,Z,LL,254,LL1,381,LL2,508,L,1143
Regular,15-06-17,576,493,2,No,N,L,X,WW,166,MM1,249,XX2,332,L,747
Regular,15-06-17,608,487,3,No,Z,X,O,LL,242,LL1,363,ZZ2,484,L,1089
Regular,15-06-17,558,514,0,Yes,W,Y,M,WW,88,LL1,132,XX2,176,D,396
Regular,15-06-17,523,507,1,No,W,L,Y,MM,32,XX1,48,YY2,64,D,144
Regular,15-06-17,514,416,2,No,W,Y,L,ZZ,196,YY1,294,MM2,392,D,882
Regular,15-06-17,514,539,3,Yes,X,M,X,ZZ,0,LL1,0,WW2,0,D,0
Regular,08-05-17,550,528,0,No,Y,M,Y,LL,44,LL1,66,XX2,88,B,198
Regular,08-05-17,611,424,1,No,L,O,L,XX,374,WW1,561,ZZ2,748,B,1683
Regular,08-05-17,613,525,2,No,X,N,Y,YY,176,ZZ1,264,XX2,352,B,792
Regular,08-05-17,675,500,3,No,N,M,O,ZZ,350,MM1,525,LL2,700,B,1575
Regular,08-05-17,545,553,0,No,X,Y,N,XX,0,WW1,0,ZZ2,0,L,0
Regular,08-05-17,665,594,1,No,Z,W,X,WW,142,WW1,213,ZZ2,284,L,639
Regular,08-05-17,614,522,2,No,N,L,N,WW,184,MM1,276,WW2,368,L,828
Regular,08-05-17,651,430,3,No,O,X,M,ZZ,442,MM1,663,YY2,884,L,1989
Regular,08-05-17,507,568,0,Yes,N,W,Z,LL,0,ZZ1,0,LL2,0,D,0
Regular,08-05-17,582,514,1,No,M,L,N,MM,136,YY1,204,ZZ2,272,D,612
Regular,08-05-17,509,583,2,No,M,L,O,ZZ,0,YY1,0,XX2,0,D,0
Regular,08-05-17,577,512,3,No,W,Y,L,YY,130,YY1,195,XX2,260,D,585
Regular,03-02-18,548,438,0,No,W,N,O,MM,220,LL1,330,ZZ2,440,B,990
Regular,03-02-18,611,475,1,No,N,Y,N,WW,272,LL1,408,YY2,544,B,1224
Regular,03-02-18,650,564,2,No,M,L,M,MM,172,ZZ1,258,WW2,344,B,774
Regular,03-02-18,555,457,3,No,W,O,Z,WW,196,MM1,294,YY2,392,B,882
Regular,03-02-18,592,503,0,No,X,L,W,MM,178,WW1,267,YY2,356,L,801
Regular,03-02-18,665,505,1,No,Z,W,W,YY,320,XX1,480,XX2,640,L,1440
Regular,03-02-18,651,418,2,No,L,W,X,ZZ,466,WW1,699,ZZ2,932,L,2097
Regular,03-02-18,652,412,3,No,X,Y,N,ZZ,480,MM1,720,LL2,960,L,2160
Regular,03-02-18,570,512,0,No,N,L,L,LL,116,MM1,174,YY2,232,D,522
Regular,03-02-18,660,480,1,Yes,M,X,O,MM,360,WW1,540,ZZ2,720,D,1620
Regular,03-02-18,592,472,2,No,O,X,W,LL,240,ZZ1,360,MM2,480,D,1080
Regular,03-02-18,539,574,3,No,X,Y,O,ZZ,0,WW1,0,WW2,0,D,0
Regular,18-06-17,682,525,0,No,O,X,L,WW,314,MM1,471,MM2,628,B,1413
Regular,18-06-17,554,490,1,No,W,O,M,WW,128,WW1,192,ZZ2,256,B,576
Regular,18-06-17,659,447,2,No,N,Z,X,MM,424,LL1,636,YY2,848,B,1908
Regular,18-06-17,608,496,3,No,W,Y,O,LL,224,ZZ1,336,WW2,448,B,1008
Regular,18-06-17,665,452,0,No,Z,O,Y,LL,426,YY1,639,WW2,852,L,1917
Regular,18-06-17,606,569,1,Yes,L,Z,Y,YY,74,WW1,111,WW2,148,L,333
Regular,18-06-17,535,481,2,No,W,O,L,YY,108,YY1,162,WW2,216,L,486
Regular,18-06-17,571,427,3,No,X,W,M,MM,288,XX1,432,MM2,576,L,1296
Regular,18-06-17,638,432,0,No,Y,Y,X,ZZ,412,ZZ1,618,WW2,824,D,1854
Regular,18-06-17,570,560,1,No,M,O,N,ZZ,20,XX1,30,XX2,40,D,90
Regular,18-06-17,643,552,2,No,N,N,Y,LL,182,MM1,273,XX2,364,D,819
Regular,18-06-17,652,488,3,No,W,O,Z,YY,328,ZZ1,492,MM2,656,D,1476
Regular,02-07-17,531,479,0,Yes,W,N,M,WW,104,WW1,156,WW2,208,B,468
Regular,02-07-17,633,517,1,No,Y,Z,W,ZZ,232,LL1,348,LL2,464,B,1044
Regular,02-07-17,503,462,2,No,O,W,W,WW,82,LL1,123,LL2,164,B,369
Regular,02-07-17,618,467,3,No,N,L,M,MM,302,LL1,453,MM2,604,B,1359
Regular,02-07-17,697,467,0,No,X,Z,X,YY,460,XX1,690,WW2,920,L,2070
Regular,02-07-17,561,405,1,No,M,Z,O,ZZ,312,WW1,468,WW2,624,L,1404
Regular,02-07-17,649,421,2,No,W,L,M,LL,456,MM1,684,YY2,912,L,2052
Regular,02-07-17,623,503,3,No,L,L,O,LL,240,MM1,360,LL2,480,L,1080
Regular,02-07-17,547,471,0,Yes,Z,W,M,YY,152,YY1,228,MM2,304,D,684
Regular,02-07-17,523,591,1,No,Z,W,Y,ZZ,0,YY1,0,WW2,0,D,0
Regular,02-07-17,547,545,2,No,X,L,L,YY,4,YY1,6,MM2,8,D,18
Regular,02-07-17,622,411,3,No,Y,W,L,WW,422,XX1,633,MM2,844,D,1899
Other_Holidays,28-09-17,532,532,0,No,W,W,Z,LL,0,MM1,0,XX2,0,B,0
Other_Holidays,28-09-17,557,461,1,No,W,Y,O,LL,192,YY1,288,LL2,384,B,864
Other_Holidays,28-09-17,654,497,2,No,W,W,O,XX,314,MM1,471,WW2,628,B,1413
Other_Holidays,28-09-17,538,417,3,No,X,O,X,ZZ,242,MM1,363,ZZ2,484,B,1089
Other_Holidays,28-09-17,577,583,0,No,Y,W,X,ZZ,0,MM1,0,ZZ2,0,L,0
Other_Holidays,28-09-17,507,589,1,No,L,N,Z,ZZ,0,XX1,0,WW2,0,L,0
Other_Holidays,28-09-17,517,411,2,No,N,O,X,ZZ,212,ZZ1,318,WW2,424,L,954
Other_Holidays,28-09-17,630,411,3,No,N,L,X,LL,438,LL1,657,MM2,876,L,1971
Other_Holidays,28-09-17,523,542,0,No,L,N,Z,XX,0,XX1,0,XX2,0,D,0
Other_Holidays,28-09-17,671,578,1,Yes,X,M,L,ZZ,186,LL1,279,MM2,372,D,837
Other_Holidays,28-09-17,628,503,2,No,W,M,O,ZZ,250,ZZ1,375,MM2,500,D,1125
Other_Holidays,28-09-17,677,589,3,No,L,N,O,WW,176,ZZ1,264,LL2,352,D,792
Regular,13-09-17,522,497,0,No,Y,M,L,ZZ,50,YY1,75,LL2,100,B,225
Regular,13-09-17,520,482,1,No,O,Z,L,LL,76,MM1,114,LL2,152,B,342
Regular,13-09-17,548,452,2,No,W,M,X,LL,192,ZZ1,288,WW2,384,B,864
Regular,13-09-17,674,599,3,No,N,Z,O,ZZ,150,LL1,225,LL2,300,B,675
Regular,13-09-17,674,406,0,Yes,Z,L,W,YY,536,YY1,804,YY2,1072,L,2412
Regular,13-09-17,584,405,1,No,M,N,M,YY,358,WW1,537,ZZ2,716,L,1611
Regular,13-09-17,694,518,2,No,N,L,W,MM,352,ZZ1,528,WW2,704,L,1584
Regular,13-09-17,649,518,3,No,X,X,X,XX,262,LL1,393,YY2,524,L,1179
Regular,13-09-17,566,529,0,No,N,W,Y,WW,74,YY1,111,MM2,148,D,333
Regular,13-09-17,566,435,1,Yes,Z,Y,M,MM,262,LL1,393,MM2,524,D,1179
Regular,13-09-17,689,579,2,No,N,L,Y,XX,220,WW1,330,YY2,440,D,990
Regular,13-09-17,520,517,3,No,O,O,M,YY,6,LL1,9,ZZ2,12,D,27
Regular,19-12-17,649,537,0,Yes,L,W,X,YY,224,WW1,336,XX2,448,B,1008
Regular,19-12-17,629,574,1,No,L,M,L,ZZ,110,MM1,165,ZZ2,220,B,495
Regular,19-12-17,576,505,2,Yes,X,O,Z,LL,142,WW1,213,LL2,284,B,639
Regular,19-12-17,691,524,3,No,N,M,Z,XX,334,ZZ1,501,YY2,668,B,1503
Regular,19-12-17,548,569,0,No,Z,X,N,XX,0,XX1,0,XX2,0,L,0
Regular,19-12-17,646,575,1,Yes,O,N,L,XX,142,WW1,213,YY2,284,L,639
Regular,19-12-17,633,593,2,No,W,Z,O,MM,80,YY1,120,XX2,160,L,360
Regular,19-12-17,577,535,3,No,N,Y,Z,WW,84,MM1,126,WW2,168,L,378
Regular,19-12-17,582,496,0,No,L,Y,O,XX,172,MM1,258,ZZ2,344,D,774
Regular,19-12-17,647,466,1,No,O,O,W,YY,362,LL1,543,MM2,724,D,1629
Regular,19-12-17,649,536,2,No,W,Z,N,YY,226,WW1,339,WW2,452,D,1017
Regular,19-12-17,615,557,3,No,M,L,X,LL,116,WW1,174,LL2,232,D,522
Regular,12-02-18,635,455,0,No,Y,Z,Y,MM,360,LL1,540,XX2,720,B,1620
Regular,12-02-18,696,566,1,Yes,N,X,M,LL,260,LL1,390,YY2,520,B,1170
Regular,12-02-18,637,446,2,No,O,O,Z,LL,382,ZZ1,573,WW2,764,B,1719
Regular,12-02-18,624,459,3,No,Z,Y,W,YY,330,XX1,495,WW2,660,B,1485
Regular,12-02-18,656,447,0,No,X,L,N,ZZ,418,WW1,627,MM2,836,L,1881
Regular,12-02-18,673,443,1,No,L,N,N,MM,460,MM1,690,ZZ2,920,L,2070
Regular,12-02-18,514,569,2,No,Z,Z,X,LL,0,WW1,0,MM2,0,L,0
Regular,12-02-18,667,446,3,No,Z,N,M,YY,442,WW1,663,WW2,884,L,1989
Regular,12-02-18,696,520,0,No,W,N,W,ZZ,352,LL1,528,MM2,704,D,1584
Regular,12-02-18,624,492,1,No,O,Y,N,YY,264,ZZ1,396,WW2,528,D,1188
Regular,12-02-18,636,403,2,No,Z,Z,L,WW,466,YY1,699,XX2,932,D,2097
Regular,12-02-18,537,500,3,No,L,O,Z,XX,74,XX1,111,WW2,148,D,333
Other_Holidays,30-01-18,672,536,0,No,Y,M,M,MM,272,YY1,408,MM2,544,B,1224
Other_Holidays,30-01-18,642,402,1,No,L,W,Y,YY,480,ZZ1,720,WW2,960,B,2160
Other_Holidays,30-01-18,633,492,2,No,Y,L,N,YY,282,WW1,423,MM2,564,B,1269
Other_Holidays,30-01-18,542,577,3,No,X,Y,O,WW,0,LL1,0,WW2,0,B,0
Other_Holidays,30-01-18,514,548,0,Yes,Y,O,M,ZZ,0,LL1,0,WW2,0,L,0
Other_Holidays,30-01-18,559,577,1,No,M,W,O,YY,0,YY1,0,YY2,0,L,0
Other_Holidays,30-01-18,632,588,2,Yes,L,O,O,MM,88,LL1,132,ZZ2,176,L,396
Other_Holidays,30-01-18,536,576,3,No,O,Z,O,WW,0,XX1,0,MM2,0,L,0
Other_Holidays,30-01-18,525,541,0,No,W,M,W,LL,0,ZZ1,0,ZZ2,0,D,0
Other_Holidays,30-01-18,564,465,1,No,O,N,X,MM,198,MM1,297,LL2,396,D,891
Other_Holidays,30-01-18,682,598,2,No,Y,X,W,ZZ,168,ZZ1,252,YY2,336,D,756
Other_Holidays,30-01-18,692,495,3,No,Y,X,N,ZZ,394,ZZ1,591,ZZ2,788,D,1773
Regular,14-07-17,689,451,0,No,Y,Z,Z,LL,476,ZZ1,714,ZZ2,952,B,2142
Regular,14-07-17,677,454,1,Yes,W,O,O,ZZ,446,WW1,669,XX2,892,B,2007
Regular,14-07-17,509,488,2,No,Y,X,O,MM,42,MM1,63,YY2,84,B,189
Regular,14-07-17,642,592,3,No,O,M,Z,MM,100,MM1,150,MM2,200,B,450
Regular,14-07-17,603,521,0,No,M,Y,X,MM,164,XX1,246,XX2,328,L,738
Regular,14-07-17,552,594,1,Yes,W,O,L,WW,0,MM1,0,ZZ2,0,L,0
Regular,14-07-17,560,522,2,Yes,N,Y,O,ZZ,76,MM1,114,XX2,152,L,342
Regular,14-07-17,615,510,3,No,X,O,M,LL,210,XX1,315,ZZ2,420,L,945
Regular,14-07-17,549,509,0,No,W,N,W,WW,80,XX1,120,MM2,160,D,360
Regular,14-07-17,533,408,1,No,X,W,Z,YY,250,LL1,375,YY2,500,D,1125
Regular,14-07-17,610,474,2,No,L,N,M,YY,272,ZZ1,408,WW2,544,D,1224
Regular,14-07-17,597,429,3,No,Z,W,O,ZZ,336,YY1,504,WW2,672,D,1512
Regular,01-01-18,664,485,0,No,N,N,X,MM,358,LL1,537,WW2,716,B,1611
Regular,01-01-18,700,501,1,Yes,W,M,W,XX,398,MM1,597,YY2,796,B,1791
Regular,01-01-18,688,436,2,Yes,M,W,W,LL,504,YY1,756,LL2,1008,B,2268
Regular,01-01-18,572,564,3,No,O,N,M,YY,16,WW1,24,XX2,32,B,72
Regular,01-01-18,520,493,0,No,M,Z,O,LL,54,ZZ1,81,MM2,108,L,243
Regular,01-01-18,690,463,1,No,W,O,X,MM,454,ZZ1,681,YY2,908,L,2043
