Special_Occasion,Day,Month,Year,Mess_No,New_Menu,Food_Prepared_By1,Food_Prepared_By2,Food_Prepared_By3,Meal_1,Wastage_1,Meal_2,Wastage_2,Meal_3,Wastage_3,Type_Of_Meal,Total Wastage
Regular,7,12,2017,2,Yes,L,W,Y,LL,204,WW1,306,MM2,408,B,918
Regular,7,12,2017,3,No,N,W,Z,MM,82,XX1,123,LL2,164,B,369
Regular,7,12,2017,0,No,M,W,W,XX,202,LL1,303,XX2,404,L,909
Regular,7,12,2017,1,No,L,W,N,YY,444,XX1,666,WW2,888,L,1998
Regular,7,12,2017,2,No,L,O,Y,YY,180,MM1,270,MM2,360,L,810
Regular,7,12,2017,3,No,N,O,X,WW,290,XX1,435,LL2,580,L,1305
Regular,7,12,2017,0,No,X,Y,Y,MM,354,ZZ1,531,ZZ2,708,D,1593
Regular,7,12,2017,1,No,Y,O,O,ZZ,186,LL1,279,WW2,372,D,837
Regular,7,12,2017,2,Yes,Y,L,L,XX,58,WW1,87,ZZ2,116,D,261
Regular,7,12,2017,3,No,Y,N,O,XX,516,LL1,774,WW2,1032,D,2322
Regular,21,9,2017,0,Yes,Y,Y,Z,YY,162,WW1,243,MM2,324,B,729
Regular,21,9,2017,1,No,M,M,X,MM,180,WW1,270,LL2,360,B,810
Regular,21,9,2017,2,No,W,Y,Y,YY,360,XX1,540,LL2,720,B,1620
Regular,21,9,2017,3,No,X,Z,Y,WW,560,YY1,840,LL2,1120,B,2520
Regular,21,9,2017,0,No,O,Z,O,ZZ,0,XX1,0,XX2,0,L,0
Regular,21,9,2017,1,No,Y,M,M,ZZ,278,ZZ1,417,ZZ2,556,L,1251
Regular,21,9,2017,2,No,M,W,L,WW,118,XX1,177,YY2,236,L,531
Regular,21,9,2017,3,No,X,X,Y,MM,224,WW1,336,YY2,448,L,1008
Regular,21,9,2017,0,Yes,N,O,Z,MM,258,XX1,387,MM2,516,D,1161
Regular,21,9,2017,1,No,Z,L,Y,LL,310,ZZ1,465,LL2,620,D,1395
Regular,21,9,2017,2,No,Z,O,Y,XX,388,WW1,582,ZZ2,776,D,1746
Regular,21,9,2017,3,No,Z,Z,L,XX,0,YY1,0,XX2,0,D,0
Regular,22,5,2017,0,No,Z,O,M,LL,162,LL1,243,YY2,324,B,729
Regular,22,5,2017,1,No,Z,N,Z,LL,204,MM1,306,LL2,408,B,918
Regular,22,5,2017,2,No,N,Y,N,XX,318,ZZ1,477,WW2,636,B,1431
Regular,22,5,2017,3,No,N,W,Y,ZZ,56,LL1,84,WW2,112,B,252
Regular,22,5,2017,0,No,O,Y,X,WW,274,LL1,411,WW2,548,L,1233
Regular,22,5,2017,1,No,O,O,X,LL,94,MM1,141,MM2,188,L,423
Regular,22,5,2017,2,No,Y,O,N,MM,146,YY1,219,MM2,292,L,657
Regular,22,5,2017,3,No,W,L,O,MM,270,MM1,405,LL2,540,L,1215
Regular,22,5,2017,0,No,Y,O,N,WW,84,ZZ1,126,MM2,168,D,378
Regular,22,5,2017,1,No,X,O,Z,ZZ,378,LL1,567,ZZ2,756,D,1701
Regular,22,5,2017,2,No,W,X,M,YY,372,MM1,558,YY2,744,D,1674
Regular,22,5,2017,3,No,L,L,L,XX,374,LL1,561,XX2,748,D,1683
Regular,18,11,2017,0,No,O,Z,L,MM,506,ZZ1,759,LL2,1012,B,2277
Regular,18,11,2017,1,No,M,M,X,YY,70,ZZ1,105,MM2,140,B,315
Regular,18,11,2017,2,No,Y,Y,Y,ZZ,412,ZZ1,618,MM2,824,B,1854
Regular,18,11,2017,3,No,X,N,M,WW,88,YY1,132,YY2,176,B,396
Regular,18,11,2017,0,No,X,O,Y,WW,232,ZZ1,348,ZZ2,464,L,1044
Regular,18,11,2017,1,No,L,Y,Y,LL,84,LL1,126,ZZ2,168,L,378
Regular,18,11,2017,2,No,W,W,W,ZZ,434,WW1,651,WW2,868,L,1953
Regular,18,11,2017,3,Yes,N,L,M,LL,196,YY1,294,LL2,392,L,882
Regular,18,11,2017,0,No,Z,O,M,XX,174,LL1,261,ZZ2,348,D,783
Regular,18,11,2017,1,No,W,Y,X,YY,188,ZZ1,282,MM2,376,D,846
Regular,18,11,2017,2,Yes,M,X,Y,YY,4,WW1,6,XX2,8,D,18
Regular,18,11,2017,3,No,L,M,N,XX,0,MM1,0,MM2,0,D,0
Regular,26,12,2017,0,No,L,O,N,XX,0,ZZ1,0,YY2,0,B,0
Regular,26,12,2017,1,No,L,Y,Y,ZZ,220,XX1,330,ZZ2,440,B,990
Regular,26,12,2017,2,No,L,X,W,MM,454,YY1,681,LL2,908,B,2043
Regular,26,12,2017,3,No,O,Y,Y,WW,200,ZZ1,300,MM2,400,B,900
Regular,26,12,2017,0,No,X,Y,O,MM,228,YY1,342,XX2,456,L,1026
Regular,26,12,2017,1,No,M,N,M,YY,480,LL1,720,YY2,960,L,2160
Regular,26,12,2017,2,No,M,M,M,YY,402,ZZ1,603,YY2,804,L,1809
Regular,26,12,2017,3,No,Z,Z,L,XX,0,XX1,0,WW2,0,L,0
Regular,26,12,2017,0,Yes,N,W,W,LL,432,ZZ1,648,WW2,864,D,1944
Regular,26,12,2017,1,No,X,N,L,ZZ,236,XX1,354,WW2,472,D,1062
Regular,26,12,2017,2,No,N,O,L,MM,120,WW1,180,ZZ2,240,D,540
Regular,26,12,2017,3,No,O,O,L,WW,292,YY1,438,YY2,584,D,1314
Regular,8,8,2017,0,No,N,L,N,ZZ,348,XX1,522,XX2,696,B,1566
Regular,8,8,2017,1,Yes,X,W,L,XX,420,LL1,630,XX2,840,B,1890
Regular,8,8,2017,2,No,Z,O,M,MM,0,ZZ1,0,ZZ2,0,B,0
Regular,8,8,2017,3,Yes,N,O,M,YY,174,XX1,261,MM2,348,B,783
Regular,8,8,2017,0,No,X,W,X,MM,0,XX1,0,MM2,0,L,0
Regular,8,8,2017,1,No,X,W,L,WW,82,MM1,123,LL2,164,L,369
Regular,8,8,2017,2,Yes,M,L,N,WW,160,ZZ1,240,LL2,320,L,720
Regular,8,8,2017,3,No,O,O,W,ZZ,0,XX1,0,ZZ2,0,L,0
Regular,8,8,2017,0,No,L,Z,W,XX,246,MM1,369,YY2,492,D,1107
Regular,8,8,2017,1,No,W,L,O,LL,44,LL1,66,XX2,88,D,198
Regular,8,8,2017,2,No,X,O,O,XX,230,ZZ1,345,MM2,460,D,1035
Regular,8,8,2017,3,No,L,W,O,MM,148,YY1,222,ZZ2,296,D,666
Regular,23,8,2017,0,No,X,Z,O,XX,334,ZZ1,501,MM2,668,B,1503
Regular,23,8,2017,1,No,W,O,Y,LL,106,XX1,159,ZZ2,212,B,477
Regular,23,8,2017,2,No,N,Y,N,MM,304,LL1,456,WW2,608,B,1368
Regular,23,8,2017,3,No,L,N,W,WW,0,LL1,0,WW2,0,B,0
Regular,23,8,2017,0,No,M,Z,X,XX,92,XX1,138,LL2,184,L,414
Regular,23,8,2017,1,No,X,X,M,WW,64,YY1,96,YY2,128,L,288
Regular,23,8,2017,2,No,N,L,Y,LL,168,YY1,252,XX2,336,L,756
Regular,23,8,2017,3,No,O,M,X,YY,0,XX1,0,WW2,0,L,0
Regular,23,8,2017,0,Yes,L,Z,W,ZZ,478,LL1,717,YY2,956,D,2151
Regular,23,8,2017,1,No,L,M,Y,LL,224,MM1,336,LL2,448,D,1008
Regular,23,8,2017,2,No,L,X,N,YY,264,WW1,396,WW2,528,D,1188
Regular,23,8,2017,3,No,O,Y,Z,WW,436,LL1,654,WW2,872,D,1962
Exam,24,2,2018,0,No,Z,L,L,LL,0,MM1,0,YY2,0,B,0
Exam,24,2,2018,1,No,M,Y,O,WW,552,WW1,828,ZZ2,1104,B,2484
Exam,24,2,2018,2,No,Y,O,W,YY,272,MM1,408,WW2,544,B,1224
Exam,24,2,2018,3,Yes,O,X,X,WW,220,XX1,330,ZZ2,440,B,990
Exam,24,2,2018,0,No,O,L,M,ZZ,420,XX1,630,ZZ2,840,L,1890
Exam,24,2,2018,1,No,O,Z,Z,LL,0,ZZ1,0,WW2,0,L,0
Exam,24,2,2018,2,No,O,O,Y,MM,344,YY1,516,ZZ2,688,L,1548
Exam,24,2,2018,3,No,X,L,X,XX,190,YY1,285,LL2,380,L,855
Exam,24,2,2018,0,No,X,W,X,ZZ,196,LL1,294,XX2,392,D,882
Exam,24,2,2018,1,No,X,L,Y,WW,80,XX1,120,LL2,160,D,360
Exam,24,2,2018,2,No,X,L,Y,ZZ,212,XX1,318,MM2,424,D,954
Exam,24,2,2018,3,No,Z,N,Z,MM,180,YY1,270,WW2,360,D,810
Regular,15,10,2017,0,No,Y,M,O,YY,180,WW1,270,LL2,360,B,810
Regular,15,10,2017,1,No,O,M,Y,ZZ,340,MM1,510,LL2,680,B,1530
Regular,15,10,2017,2,No,N,N,M,XX,92,XX1,138,LL2,184,B,414
Regular,15,10,2017,3,No,Y,N,L,WW,340,XX1,510,WW2,680,B,1530
Regular,15,10,2017,0,Yes,W,Y,M,MM,480,LL1,720,MM2,960,L,2160
Regular,15,10,2017,1,Yes,L,Z,M,XX,148,LL1,222,LL2,296,L,666
Regular,15,10,2017,2,No,N,X,L,LL,82,ZZ1,123,LL2,164,L,369
Regular,15,10,2017,3,No,N,W,N,WW,144,MM1,216,XX2,288,L,648
Regular,15,10,2017,0,No,O,Z,Z,LL,28,LL1,42,XX2,56,D,126
Regular,15,10,2017,1,No,N,Z,X,MM,274,MM1,411,YY2,548,D,1233
Regular,15,10,2017,2,No,O,M,W,MM,86,LL1,129,WW2,172,D,387
Regular,15,10,2017,3,Yes,Z,N,X,MM,264,WW1,396,MM2,528,D,1188
Regular,17,10,2017,0,Yes,M,Y,N,XX,512,WW1,768,YY2,1024,B,2304
Regular,17,10,2017,1,Yes,W,O,W,XX,314,MM1,471,WW2,628,B,1413
Regular,17,10,2017,2,No,Y,Z,X,XX,40,ZZ1,60,MM2,80,B,180
Regular,17,10,2017,3,Yes,X,Z,W,WW,192,LL1,288,ZZ2,384,B,864
Regular,17,10,2017,0,No,X,W,Z,WW,146,XX1,219,LL2,292,L,657
Regular,17,10,2017,1,No,X,O,M,LL,360,MM1,540,YY2,720,L,1620
Regular,17,10,2017,2,Yes,W,N,N,LL,114,LL1,171,WW2,228,L,513
Regular,17,10,2017,3,No,Z,Z,Y,XX,0,YY1,0,MM2,0,L,0
Regular,17,10,2017,0,Yes,L,X,M,WW,316,ZZ1,474,ZZ2,632,D,1422
Regular,17,10,2017,1,No,X,Y,X,MM,134,LL1,201,WW2,268,D,603
Regular,17,10,2017,2,No,Y,X,Y,XX,182,YY1,273,XX2,364,D,819
Regular,17,10,2017,3,No,Z,Z,M,XX,474,MM1,711,LL2,948,D,2133
Fest,8,8,2017,0,No,L,W,O,WW,110,LL1,165,XX2,220,B,495
Fest,8,8,2017,1,No,Z,M,X,MM,192,XX1,288,WW2,384,B,864
Fest,8,8,2017,2,No,Y,M,M,WW,78,LL1,117,MM2,156,B,351
Fest,8,8,2017,3,No,O,Z,O,WW,82,XX1,123,ZZ2,164,B,369
Fest,8,8,2017,0,No,O,M,Y,XX,44,LL1,66,ZZ2,88,L,198
Fest,8,8,2017,1,No,Z,O,L,WW,68,XX1,102,LL2,136,L,306
Fest,8,8,2017,2,No,L,O,N,WW,50,WW1,75,MM2,100,L,225
Fest,8,8,2017,3,No,Z,W,N,ZZ,574,YY1,861,LL2,1148,L,2583
Fest,8,8,2017,0,No,W,O,Z,MM,534,WW1,801,ZZ2,1068,D,2403
Fest,8,8,2017,1,No,X,X,M,YY,0,LL1,0,ZZ2,0,D,0
Fest,8,8,2017,2,No,M,L,M,YY,10,MM1,15,YY2,20,D,45
Fest,8,8,2017,3,No,W,M,X,WW,410,ZZ1,615,WW2,820,D,1845
Regular,15,6,2017,0,No,L,O,W,MM,356,MM1,534,LL2,712,B,1602
Regular,15,6,2017,1,No,Z,Y,L,WW,36,LL1,54,YY2,72,B,162
Regular,15,6,2017,2,No,W,N,Z,XX,124,ZZ1,186,ZZ2,248,B,558
Regular,15,6,2017,3,No,W,M,M,ZZ,18,WW1,27,ZZ2,36,B,81
Regular,15,6,2017,0,No,Y,Y,X,XX,348,LL1,522,WW2,696,L,1566
Regular,15,6,2017,1,No,M,X,Z,LL,254,LL1,381,LL2,508,L,1143
Regular,15,6,2017,2,No,N,L,X,WW,166,MM1,249,XX2,332,L,747
Regular,15,6,2017,3,No,Z,X,O,LL,242,LL1,363,ZZ2,484,L,1089
Regular,15,6,2017,0,Yes,W,Y,M,WW,88,LL1,132,XX2,176,D,396
Regular,15,6,2017,1,No,W,L,Y,MM,32,XX1,48,YY2,64,D,144
Regular,15,6,2017,2,No,W,Y,L,ZZ,196,YY1,294,MM2,392,D,882
Regular,15,6,2017,3,Yes,X,M,X,ZZ,0,LL1,0,WW2,0,D,0
Regular,8,5,2017,0,No,Y,M,Y,LL,44,LL1,66,XX2,88,B,198
Regular,8,5,2017,1,No,L,O,L,XX,374,WW1,561,ZZ2,748,B,1683
Regular,8,5,2017,2,No,X,N,Y,YY,176,ZZ1,264,XX2,352,B,792
Regular,8,5,2017,3,No,N,M,O,ZZ,350,MM1,525,LL2,700,B,1575
Regular,8,5,2017,0,No,X,Y,N,XX,0,WW1,0,ZZ2,0,L,0
Regular,8,5,2017,1,No,Z,W,X,WW,142,WW1,213,ZZ2,284,L,639
Regular,8,5,2017,2,No,N,L,N,WW,184,MM1,276,WW2,368,L,828
Regular,8,5,2017,3,No,O,X,M,ZZ,442,MM1,663,YY2,884,L,1989
Regular,8,5,2017,0,Yes,N,W,Z,LL,0,ZZ1,0,LL2,0,D,0
Regular,8,5,2017,1,No,M,L,N,MM,136,YY1,204,ZZ2,272,D,612
Regular,8,5,2017,2,No,M,L,O,ZZ,0,YY1,0,XX2,0,D,0
Regular,8,5,2017,3,No,W,Y,L,YY,130,YY1,195,XX2,260,D,585
Regular,3,2,2018,0,No,W,N,O,MM,220,LL1,330,ZZ2,440,B,990
Regular,3,2,2018,1,No,N,Y,N,WW,272,LL1,408,YY2,544,B,1224
Regular,3,2,2018,2,No,M,L,M,MM,172,ZZ1,258,WW2,344,B,774
Regular,3,2,2018,3,No,W,O,Z,WW,196,MM1,294,YY2,392,B,882
Regular,3,2,2018,0,No,X,L,W,MM,178,WW1,267,YY2,356,L,801
Regular,3,2,2018,1,No,Z,W,W,YY,320,XX1,480,XX2,640,L,1440
Regular,3,2,2018,2,No,L,W,X,ZZ,466,WW1,699,ZZ2,932,L,2097
Regular,3,2,2018,3,No,X,Y,N,ZZ,480,MM1,720,LL2,960,L,2160
Regular,3,2,2018,0,No,N,L,L,LL,116,MM1,174,YY2,232,D,522
Regular,3,2,2018,1,Yes,M,X,O,MM,360,WW1,540,ZZ2,720,D,1620
Regular,3,2,2018,2,No,O,X,W,LL,240,ZZ1,360,MM2,480,D,1080
Regular,3,2,2018,3,No,X,Y,O,ZZ,0,WW1,0,WW2,0,D,0
Regular,18,6,2017,0,No,O,X,L,WW,314,MM1,471,MM2,628,B,1413
Regular,18,6,2017,1,No,W,O,M,WW,128,WW1,192,ZZ2,256,B,576
Regular,18,6,2017,2,No,N,Z,X,MM,424,LL1,636,YY2,848,B,1908
Regular,18,6,2017,3,No,W,Y,O,LL,224,ZZ1,336,WW2,448,B,1008
Regular,18,6,2017,0,No,Z,O,Y,LL,426,YY1,639,WW2,852,L,1917
Regular,18,6,2017,1,Yes,L,Z,Y,YY,74,WW1,111,WW2,148,L,333
Regular,18,6,2017,2,No,W,O,L,YY,108,YY1,162,WW2,216,L,486
Regular,18,6,2017,3,No,X,W,M,MM,288,XX1,432,MM2,576,L,1296
Regular,18,6,2017,0,No,Y,Y,X,ZZ,412,ZZ1,618,WW2,824,D,1854
Regular,18,6,2017,1,No,M,O,N,ZZ,20,XX1,30,XX2,40,D,90
Regular,18,6,2017,2,No,N,N,Y,LL,182,MM1,273,XX2,364,D,819
Regular,18,6,2017,3,No,W,O,Z,YY,328,ZZ1,492,MM2,656,D,1476
Regular,2,7,2017,0,Yes,W,N,M,WW,104,WW1,156,WW2,208,B,468
Regular,2,7,2017,1,No,Y,Z,W,ZZ,232,LL1,348,LL2,464,B,1044
Regular,2,7,2017,2,No,O,W,W,WW,82,LL1,123,LL2,164,B,369
Regular,2,7,2017,3,No,N,L,M,MM,302,LL1,453,MM2,604,B,1359
Regular,2,7,2017,0,No,X,Z,X,YY,460,XX1,690,WW2,920,L,2070
Regular,2,7,2017,1,No,M,Z,O,ZZ,312,WW1,468,WW2,624,L,1404
Regular,2,7,2017,2,No,W,L,M,LL,456,MM1,684,YY2,912,L,2052
Regular,2,7,2017,3,No,L,L,O,LL,240,MM1,360,LL2,480,L,1080
Regular,2,7,2017,0,Yes,Z,W,M,YY,152,YY1,228,MM2,304,D,684
Regular,2,7,2017,1,No,Z,W,Y,ZZ,0,YY1,0,WW2,0,D,0
Regular,2,7,2017,2,No,X,L,L,YY,4,YY1,6,MM2,8,D,18
Regular,2,7,2017,3,No,Y,W,L,WW,422,XX1,633,MM2,844,D,1899
Other-Holidays,28,9,2017,0,No,W,W,Z,LL,0,MM1,0,XX2,0,B,0
Other-Holidays,28,9,2017,1,No,W,Y,O,LL,192,YY1,288,LL2,384,B,864
Other-Holidays,28,9,2017,2,No,W,W,O,XX,314,MM1,471,WW2,628,B,1413
Other-Holidays,28,9,2017,3,No,X,O,X,ZZ,242,MM1,363,ZZ2,484,B,1089
Other-Holidays,28,9,2017,0,No,Y,W,X,ZZ,0,MM1,0,ZZ2,0,L,0
Other-Holidays,28,9,2017,1,No,L,N,Z,ZZ,0,XX1,0,WW2,0,L,0
Other-Holidays,28,9,2017,2,No,N,O,X,ZZ,212,ZZ1,318,WW2,424,L,954
Other-Holidays,28,9,2017,3,No,N,L,X,LL,438,LL1,657,MM2,876,L,1971
Other-Holidays,28,9,2017,0,No,L,N,Z,XX,0,XX1,0,XX2,0,D,0
Other-Holidays,28,9,2017,1,Yes,X,M,L,ZZ,186,LL1,279,MM2,372,D,837
Other-Holidays,28,9,2017,2,No,W,M,O,ZZ,250,ZZ1,375,MM2,500,D,1125
Other-Holidays,28,9,2017,3,No,L,N,O,WW,176,ZZ1,264,LL2,352,D,792
Regular,13,9,2017,0,No,Y,M,L,ZZ,50,YY1,75,LL2,100,B,225
Regular,13,9,2017,1,No,O,Z,L,LL,76,MM1,114,LL2,152,B,342
Regular,13,9,2017,2,No,W,M,X,LL,192,ZZ1,288,WW2,384,B,864
Regular,13,9,2017,3,No,N,Z,O,ZZ,150,LL1,225,LL2,300,B,675
Regular,13,9,2017,0,Yes,Z,L,W,YY,536,YY1,804,YY2,1072,L,2412
Regular,13,9,2017,1,No,M,N,M,YY,358,WW1,537,ZZ2,716,L,1611
Regular,13,9,2017,2,No,N,L,W,MM,352,ZZ1,528,WW2,704,L,1584
Regular,13,9,2017,3,No,X,X,X,XX,262,LL1,393,YY2,524,L,1179
Regular,13,9,2017,0,No,N,W,Y,WW,74,YY1,111,MM2,148,D,333
Regular,13,9,2017,1,Yes,Z,Y,M,MM,262,LL1,393,MM2,524,D,1179
Regular,13,9,2017,2,No,N,L,Y,XX,220,WW1,330,YY2,440,D,990
Regular,13,9,2017,3,No,O,O,M,YY,6,LL1,9,ZZ2,12,D,27
Regular,19,12,2017,0,Yes,L,W,X,YY,224,WW1,336,XX2,448,B,1008
Regular,19,12,2017,1,No,L,M,L,ZZ,110,MM1,165,ZZ2,220,B,495
Regular,19,12,2017,2,Yes,X,O,Z,LL,142,WW1,213,LL2,284,B,639
Regular,19,12,2017,3,No,N,M,Z,XX,334,ZZ1,501,YY2,668,B,1503
Regular,19,12,2017,0,No,Z,X,N,XX,0,XX1,0,XX2,0,L,0
Regular,19,12,2017,1,Yes,O,N,L,XX,142,WW1,213,YY2,284,L,639
Regular,19,12,2017,2,No,W,Z,O,MM,80,YY1,120,XX2,160,L,360
Regular,19,12,2017,3,No,N,Y,Z,WW,84,MM1,126,WW2,168,L,378
Regular,19,12,2017,0,No,L,Y,O,XX,172,MM1,258,ZZ2,344,D,774
Regular,19,12,2017,1,No,O,O,W,YY,362,LL1,543,MM2,724,D,1629
Regular,19,12,2017,2,No,W,Z,N,YY,226,WW1,339,WW2,452,D,1017
Regular,19,12,2017,3,No,M,L,X,LL,116,WW1,174,LL2,232,D,522
Regular,12,2,2018,0,No,Y,Z,Y,MM,360,LL1,540,XX2,720,B,1620
Regular,12,2,2018,1,Yes,N,X,M,LL,260,LL1,390,YY2,520,B,1170
Regular,12,2,2018,2,No,O,O,Z,LL,382,ZZ1,573,WW2,764,B,1719
Regular,12,2,2018,3,No,Z,Y,W,YY,330,XX1,495,WW2,660,B,1485
Regular,12,2,2018,0,No,X,L,N,ZZ,418,WW1,627,MM2,836,L,1881
Regular,12,2,2018,1,No,L,N,N,MM,460,MM1,690,ZZ2,920,L,2070
Regular,12,2,2018,2,No,Z,Z,X,LL,0,WW1,0,MM2,0,L,0
Regular,12,2,2018,3,No,Z,N,M,YY,442,WW1,663,WW2,884,L,1989
Regular,12,2,2018,0,No,W,N,W,ZZ,352,LL1,528,MM2,704,D,1584
Regular,12,2,2018,1,No,O,Y,N,YY,264,ZZ1,396,WW2,528,D,1188
Regular,12,2,2018,2,No,Z,Z,L,WW,466,YY1,699,XX2,932,D,2097
Regular,12,2,2018,3,No,L,O,Z,XX,74,XX1,111,WW2,148,D,333
Other-Holidays,30,1,2018,0,No,Y,M,M,MM,272,YY1,408,MM2,544,B,1224
Other-Holidays,30,1,2018,1,No,L,W,Y,YY,480,ZZ1,720,WW2,960,B,2160
Other-Holidays,30,1,2018,2,No,Y,L,N,YY,282,WW1,423,MM2,564,B,1269
Other-Holidays,30,1,2018,3,No,X,Y,O,WW,0,LL1,0,WW2,0,B,0
Other-Holidays,30,1,2018,0,Yes,Y,O,M,ZZ,0,LL1,0,WW2,0,L,0
Other-Holidays,30,1,2018,1,No,M,W,O,YY,0,YY1,0,YY2,0,L,0
Other-Holidays,30,1,2018,2,Yes,L,O,O,MM,88,LL1,132,ZZ2,176,L,396
Other-Holidays,30,1,2018,3,No,O,Z,O,WW,0,XX1,0,MM2,0,L,0
Other-Holidays,30,1,2018,0,No,W,M,W,LL,0,ZZ1,0,ZZ2,0,D,0
Other-Holidays,30,1,2018,1,No,O,N,X,MM,198,MM1,297,LL2,396,D,891
Other-Holidays,30,1,2018,2,No,Y,X,W,ZZ,168,ZZ1,252,YY2,336,D,756
Other-Holidays,30,1,2018,3,No,Y,X,N,ZZ,394,ZZ1,591,ZZ2,788,D,1773
Regular,14,7,2017,0,No,Y,Z,Z,LL,476,ZZ1,714,ZZ2,952,B,2142
Regular,14,7,2017,1,Yes,W,O,O,ZZ,446,WW1,669,XX2,892,B,2007
Regular,14,7,2017,2,No,Y,X,O,MM,42,MM1,63,YY2,84,B,189
Regular,14,7,2017,3,No,O,M,Z,MM,100,MM1,150,MM2,200,B,450
Regular,14,7,2017,0,No,M,Y,X,MM,164,XX1,246,XX2,328,L,738
Regular,14,7,2017,1,Yes,W,O,L,WW,0,MM1,0,ZZ2,0,L,0
Regular,14,7,2017,2,Yes,N,Y,O,ZZ,76,MM1,114,XX2,152,L,342
Regular,14,7,2017,3,No,X,O,M,LL,210,XX1,315,ZZ2,420,L,945
Regular,14,7,2017,0,No,W,N,W,WW,80,XX1,120,MM2,160,D,360
Regular,14,7,2017,1,No,X,W,Z,YY,250,LL1,375,YY2,500,D,1125
Regular,14,7,2017,2,No,L,N,M,YY,272,ZZ1,408,WW2,544,D,1224
Regular,14,7,2017,3,No,Z,W,O,ZZ,336,YY1,504,WW2,672,D,1512
Regular,1,1,2018,0,No,N,N,X,MM,358,LL1,537,WW2,716,B,1611
Regular,1,1,2018,1,Yes,W,M,W,XX,398,MM1,597,YY2,796,B,1791
Regular,1,1,2018,2,Yes,M,W,W,LL,504,YY1,756,LL2,1008,B,2268
Regular,1,1,2018,3,No,O,N,M,YY,16,WW1,24,XX2,32,B,72
Regular,1,1,2018,0,No,M,Z,O,LL,54,ZZ1,81,MM2,108,L,243
Regular,1,1,2018,1,No,W,O,X,MM,454,ZZ1,681,YY2,908,L,2043
Regular,1,1,2018,2,Yes,W,X,O,LL,74,WW1,111,XX2,148,L,333
Regular,1,1,2018,3,No,Y,Z,W,WW,426,ZZ1,639,YY2,852,L,1917
Regular,1,1,2018,0,No,Z,L,M,XX,0,WW1,0,MM2,0,D,0
Regular,1,1,2018,1,No,W,L,Y,YY,488,YY1,732,LL2,976,D,2196
Regular,1,1,2018,2,No,N,Y,O,MM,22,MM1,33,LL2,44,D,99
Regular,1,1,2018,3,No,N,X,N,XX,222,MM1,333,MM2,444,D,999
Other-Holidays,25,1,2018,0,No,Z,L,Z,ZZ,76,ZZ1,114,YY2,152,B,342
Other-Holidays,25,1,2018,1,No,L,Z,X,LL,0,XX1,0,WW2,0,B,0
Other-Holidays,25,1,2018,2,Yes,L,O,O,LL,214,YY1,321,WW2,428,B,963
Other-Holidays,25,1,2018,3,No,Y,X,N,XX,152,YY1,228,LL2,304,B,684
Other-Holidays,25,1,2018,0,No,M,M,Y,MM,116,MM1,174,YY2,232,L,522
Other-Holidays,25,1,2018,1,No,O,L,Z,XX,278,ZZ1,417,ZZ2,556,L,1251
Other-Holidays,25,1,2018,2,No,Y,N,X,LL,366,YY1,549,MM2,732,L,1647
Other-Holidays,25,1,2018,3,No,M,O,X,XX,292,WW1,438,LL2,584,L,1314
Other-Holidays,25,1,2018,0,No,N,O,W,LL,396,ZZ1,594,LL2,792,D,1782
Other-Holidays,25,1,2018,1,No,W,L,O,WW,368,ZZ1,552,LL2,736,D,1656
Other-Holidays,25,1,2018,2,No,X,Y,Z,LL,0,MM1,0,ZZ2,0,D,0
Other-Holidays,25,1,2018,3,No,Y,Z,Z,MM,420,MM1,630,ZZ2,840,D,1890
Regular,9,2,2018,0,No,L,O,Y,XX,494,XX1,741,WW2,988,B,2223
Regular,9,2,2018,1,No,M,W,L,MM,534,MM1,801,MM2,1068,B,2403
Regular,9,2,2018,2,No,O,Z,L,ZZ,174,YY1,261,YY2,348,B,783
Regular,9,2,2018,3,Yes,Y,M,W,LL,132,WW1,198,MM2,264,B,594
Regular,9,2,2018,0,No,W,X,Z,YY,106,XX1,159,WW2,212,L,477
Regular,9,2,2018,1,Yes,N,M,O,ZZ,484,XX1,726,MM2,968,L,2178
Regular,9,2,2018,2,No,M,Z,L,ZZ,144,ZZ1,216,LL2,288,L,648
Regular,9,2,2018,3,No,M,Y,X,ZZ,0,WW1,0,ZZ2,0,L,0
Regular,9,2,2018,0,No,M,X,N,ZZ,550,YY1,825,LL2,1100,D,2475
Regular,9,2,2018,1,Yes,O,L,M,LL,536,XX1,804,MM2,1072,D,2412
Regular,9,2,2018,2,Yes,L,Y,M,ZZ,214,WW1,321,XX2,428,D,963
Regular,9,2,2018,3,No,L,W,W,LL,186,MM1,279,YY2,372,D,837
Exam,9,9,2017,0,Yes,Y,L,L,MM,0,WW1,0,MM2,0,B,0
Exam,9,9,2017,1,No,Z,O,L,ZZ,156,XX1,234,ZZ2,312,B,702
Exam,9,9,2017,2,No,N,L,M,ZZ,346,MM1,519,LL2,692,B,1557
Exam,9,9,2017,3,No,O,L,Z,LL,0,XX1,0,XX2,0,B,0
Exam,9,9,2017,0,No,O,M,W,WW,220,MM1,330,LL2,440,L,990
Exam,9,9,2017,1,Yes,W,Y,M,MM,104,LL1,156,LL2,208,L,468
Exam,9,9,2017,2,No,N,O,Z,YY,0,WW1,0,LL2,0,L,0
Exam,9,9,2017,3,Yes,W,Y,N,ZZ,66,ZZ1,99,ZZ2,132,L,297
Exam,9,9,2017,0,No,N,L,Y,WW,100,YY1,150,MM2,200,D,450
Exam,9,9,2017,1,No,M,N,M,LL,190,XX1,285,XX2,380,D,855
